country,year,sex,age,suicides_no,population
Seychelles,2010,female,75+ years,0,1961
Seychelles,2010,male,15-24 years,0,8078
Seychelles,2010,male,25-34 years,2,8490
Seychelles,2010,male,35-54 years,4,14068
Seychelles,2010,male,5-14 years,0,6811
Seychelles,2010,male,55-74 years,0,4827
Seychelles,2010,male,75+ years,0,1015
Seychelles,2011,female,15-24 years,0,6495
Seychelles,2011,female,25-34 years,0,7108
Seychelles,2011,female,35-54 years,0,13459
Seychelles,2011,female,5-14 years,0,6341
Seychelles,2011,female,55-74 years,0,5544
Seychelles,2011,female,75+ years,0,1993
Seychelles,2011,male,15-24 years,1,7169
Seychelles,2011,male,25-34 years,1,6615
Seychelles,2011,male,35-54 years,3,13471
Seychelles,2011,male,5-14 years,0,6540
Seychelles,2011,male,55-74 years,0,5026
Seychelles,2011,male,75+ years,0,956
Seychelles,2012,female,15-24 years,0,6357
Seychelles,2012,female,25-34 years,0,7211
Seychelles,2012,female,35-54 years,0,13691
Seychelles,2012,female,5-14 years,0,6244
Seychelles,2012,female,55-74 years,0,5936
Seychelles,2012,female,75+ years,0,2014
Seychelles,2012,male,15-24 years,0,7038
Seychelles,2012,male,25-34 years,0,6724
Seychelles,2012,male,35-54 years,2,13234
Seychelles,2012,male,5-14 years,0,6366
Seychelles,2012,male,55-74 years,1,5437
Seychelles,2012,male,75+ years,0,972
Seychelles,2013,female,15-24 years,0,6031
Seychelles,2013,female,25-34 years,0,7154
Seychelles,2013,female,35-54 years,0,14010
Seychelles,2013,female,5-14 years,0,6167
Seychelles,2013,female,55-74 years,0,6147
Seychelles,2013,female,75+ years,0,2074
Seychelles,2013,male,15-24 years,1,6804
Seychelles,2013,male,25-34 years,3,7360
Seychelles,2013,male,35-54 years,1,13718
Seychelles,2013,male,5-14 years,0,6310
Seychelles,2013,male,55-74 years,4,5827
Seychelles,2013,male,75+ years,0,939
Seychelles,2014,female,15-24 years,0,5813
Seychelles,2014,female,25-34 years,1,7345
Seychelles,2014,female,35-54 years,1,14431
Seychelles,2014,female,5-14 years,0,6229
Seychelles,2014,female,55-74 years,0,6507
Seychelles,2014,female,75+ years,0,2096
Seychelles,2014,male,15-24 years,1,6391
Seychelles,2014,male,25-34 years,0,7704
Seychelles,2014,male,35-54 years,1,14001
Seychelles,2014,male,5-14 years,0,6123
Seychelles,2014,male,55-74 years,0,6245
Seychelles,2014,male,75+ years,0,960
Seychelles,2015,female,15-24 years,1,5957
Seychelles,2015,female,25-34 years,0,7204
Seychelles,2015,female,35-54 years,0,14823
Seychelles,2015,female,5-14 years,0,6271
Seychelles,2015,female,55-74 years,0,7198
Seychelles,2015,female,75+ years,0,2025
Seychelles,2015,male,15-24 years,1,6393
Seychelles,2015,male,25-34 years,1,7565
Seychelles,2015,male,35-54 years,3,14210
Seychelles,2015,male,5-14 years,0,6324
Seychelles,2015,male,55-74 years,1,6903
Seychelles,2015,male,75+ years,0,1076
Singapore,1979,female,15-24 years,31,275600
Singapore,1979,female,25-34 years,25,204900
Singapore,1979,female,35-54 years,20,227100
Singapore,1979,female,5-14 years,4,230100
Singapore,1979,female,55-74 years,18,107800
Singapore,1979,female,75+ years,14,17100
Singapore,1979,male,15-24 years,22,290000
Singapore,1979,male,25-34 years,20,211100
Singapore,1979,male,35-54 years,29,237400
Singapore,1979,male,5-14 years,1,243500
Singapore,1979,male,55-74 years,50,108200
Singapore,1979,male,75+ years,12,9900
Singapore,1980,female,15-24 years,33,282600
Singapore,1980,female,25-34 years,23,227800
Singapore,1980,female,35-54 years,23,229200
Singapore,1980,female,5-14 years,1,222800
Singapore,1980,female,55-74 years,26,107800
Singapore,1980,female,75+ years,11,19200
Singapore,1980,male,15-24 years,27,301000
Singapore,1980,male,25-34 years,42,236800
Singapore,1980,male,35-54 years,29,238500
Singapore,1980,male,5-14 years,3,236700
Singapore,1980,male,55-74 years,38,105900
Singapore,1980,male,75+ years,13,12100
Singapore,1981,female,15-24 years,18,280800
Singapore,1981,female,25-34 years,19,240400
Singapore,1981,female,35-54 years,15,235700
Singapore,1981,female,5-14 years,0,216400
Singapore,1981,female,55-74 years,22,110300
Singapore,1981,female,75+ years,10,20000
Singapore,1981,male,15-24 years,16,299100
Singapore,1981,male,25-34 years,36,249800
Singapore,1981,male,35-54 years,26,244400
Singapore,1981,male,5-14 years,2,230300
Singapore,1981,male,55-74 years,18,108600
Singapore,1981,male,75+ years,8,12700
Singapore,1982,female,15-24 years,24,276100
Singapore,1982,female,25-34 years,21,247400
Singapore,1982,female,35-54 years,17,248300
Singapore,1982,female,5-14 years,2,211600
Singapore,1982,female,55-74 years,22,113400
Singapore,1982,female,75+ years,16,21000
Singapore,1982,male,15-24 years,24,293700
Singapore,1982,male,25-34 years,31,257500
Singapore,1982,male,35-54 years,30,256100
Singapore,1982,male,5-14 years,1,226100
Singapore,1982,male,55-74 years,40,111800
Singapore,1982,male,75+ years,10,13400
Singapore,1983,female,15-24 years,24,269900
Singapore,1983,female,25-34 years,32,254500
Singapore,1983,female,35-54 years,17,259900
Singapore,1983,female,5-14 years,0,206900
Singapore,1983,female,55-74 years,16,117200
Singapore,1983,female,75+ years,22,21900
Singapore,1983,male,15-24 years,28,287100
Singapore,1983,male,25-34 years,39,265700
Singapore,1983,male,35-54 years,41,267600
Singapore,1983,male,5-14 years,0,221100
Singapore,1983,male,55-74 years,38,115000
Singapore,1983,male,75+ years,10,14200
Singapore,1984,female,15-24 years,22,262100
Singapore,1984,female,25-34 years,21,260800
Singapore,1984,female,35-54 years,18,272500
Singapore,1984,female,5-14 years,0,203900
Singapore,1984,female,55-74 years,23,121300
Singapore,1984,female,75+ years,9,23100
Singapore,1984,male,15-24 years,14,278000
Singapore,1984,male,25-34 years,29,273100
Singapore,1984,male,35-54 years,39,280000
Singapore,1984,male,5-14 years,0,218900
Singapore,1984,male,55-74 years,25,118700
Singapore,1984,male,75+ years,11,14900
Singapore,1985,female,15-24 years,25,253400
Singapore,1985,female,25-34 years,35,266700
Singapore,1985,female,35-54 years,27,285200
Singapore,1985,female,5-14 years,3,200400
Singapore,1985,female,55-74 years,25,125100
Singapore,1985,female,75+ years,19,24500
Singapore,1985,male,15-24 years,27,268000
Singapore,1985,male,25-34 years,52,280500
Singapore,1985,male,35-54 years,49,292500
Singapore,1985,male,5-14 years,0,215900
Singapore,1985,male,55-74 years,39,122400
Singapore,1985,male,75+ years,23,15900
Singapore,1986,female,15-24 years,16,246400
Singapore,1986,female,25-34 years,35,273000
Singapore,1986,female,35-54 years,34,297800
Singapore,1986,female,5-14 years,0,198300
Singapore,1986,female,55-74 years,20,128500
Singapore,1986,female,75+ years,30,26000
Singapore,1986,male,15-24 years,31,260000
Singapore,1986,male,25-34 years,46,288100
Singapore,1986,male,35-54 years,54,304500
Singapore,1986,male,5-14 years,2,213700
Singapore,1986,male,55-74 years,44,125800
Singapore,1986,male,75+ years,14,17200
Singapore,1987,female,15-24 years,16,240100
Singapore,1987,female,25-34 years,36,277400
Singapore,1987,female,35-54 years,33,311000
Singapore,1987,female,5-14 years,0,195600
Singapore,1987,female,55-74 years,29,132300
Singapore,1987,female,75+ years,16,27700
Singapore,1987,male,15-24 years,21,253600
Singapore,1987,male,25-34 years,48,293500
Singapore,1987,male,35-54 years,43,318100
Singapore,1987,male,5-14 years,0,211300
Singapore,1987,male,55-74 years,42,128900
Singapore,1987,male,75+ years,17,18300
Singapore,1988,female,15-24 years,25,229800
Singapore,1988,female,25-34 years,33,277100
Singapore,1988,female,35-54 years,34,314300
Singapore,1988,female,5-14 years,4,193900
Singapore,1988,female,55-74 years,23,136200
Singapore,1988,female,75+ years,27,31800
Singapore,1988,male,15-24 years,31,241600
Singapore,1988,male,25-34 years,52,288000
Singapore,1988,male,35-54 years,63,319100
Singapore,1988,male,5-14 years,1,208600
Singapore,1988,male,55-74 years,43,131400
Singapore,1988,male,75+ years,30,21600
Singapore,1989,female,15-24 years,35,224700
Singapore,1989,female,25-34 years,38,280700
Singapore,1989,female,35-54 years,40,329800
Singapore,1989,female,5-14 years,0,192300
Singapore,1989,female,55-74 years,33,141000
Singapore,1989,female,75+ years,33,33500
Singapore,1989,male,15-24 years,32,236800
Singapore,1989,male,25-34 years,50,290700
Singapore,1989,male,35-54 years,65,336500
Singapore,1989,male,5-14 years,2,207000
Singapore,1989,male,55-74 years,41,135300
Singapore,1989,male,75+ years,25,22800
Singapore,1990,female,15-24 years,17,225500
Singapore,1990,female,25-34 years,43,289400
Singapore,1990,female,35-54 years,42,349400
Singapore,1990,female,5-14 years,1,194700
Singapore,1990,female,55-74 years,27,147100
Singapore,1990,female,75+ years,23,35400
Singapore,1990,male,15-24 years,31,236800
Singapore,1990,male,25-34 years,47,299900
Singapore,1990,male,35-54 years,63,359200
Singapore,1990,male,5-14 years,2,209400
Singapore,1990,male,55-74 years,39,140900
Singapore,1990,male,75+ years,19,24100
Singapore,1991,female,15-24 years,16,221500
Singapore,1991,female,25-34 years,28,292600
Singapore,1991,female,35-54 years,25,369500
Singapore,1991,female,5-14 years,4,195900
Singapore,1991,female,55-74 years,25,150800
Singapore,1991,female,75+ years,21,36700
Singapore,1991,male,15-24 years,25,231300
Singapore,1991,male,25-34 years,44,301200
Singapore,1991,male,35-54 years,54,379500
Singapore,1991,male,5-14 years,0,211000
Singapore,1991,male,55-74 years,38,144300
Singapore,1991,male,75+ years,16,25000
Singapore,1992,female,15-24 years,9,220000
Singapore,1992,female,25-34 years,28,293200
Singapore,1992,female,35-54 years,32,391200
Singapore,1992,female,5-14 years,1,195800
Singapore,1992,female,55-74 years,27,153300
Singapore,1992,female,75+ years,20,38200
Singapore,1992,male,15-24 years,21,228100
Singapore,1992,male,25-34 years,43,299300
Singapore,1992,male,35-54 years,53,400800
Singapore,1992,male,5-14 years,2,211000
Singapore,1992,male,55-74 years,26,147100
Singapore,1992,male,75+ years,15,26000
Singapore,1993,female,15-24 years,13,217700
Singapore,1993,female,25-34 years,19,292900
Singapore,1993,female,35-54 years,28,411300
Singapore,1993,female,5-14 years,1,200800
Singapore,1993,female,55-74 years,21,157900
Singapore,1993,female,75+ years,20,39500
Singapore,1993,male,15-24 years,19,224300
Singapore,1993,male,25-34 years,36,296600
Singapore,1993,male,35-54 years,56,420500
Singapore,1993,male,5-14 years,0,216300
Singapore,1993,male,55-74 years,31,151200
Singapore,1993,male,75+ years,26,26800
Singapore,1994,female,15-24 years,19,216300
Singapore,1994,female,25-34 years,17,291500
Singapore,1994,female,35-54 years,39,429400
Singapore,1994,female,5-14 years,2,207500
Singapore,1994,female,55-74 years,26,165300
Singapore,1994,female,75+ years,23,40500
Singapore,1994,male,15-24 years,24,222900
Singapore,1994,male,25-34 years,35,291200
Singapore,1994,male,35-54 years,69,439100
Singapore,1994,male,5-14 years,1,223300
Singapore,1994,male,55-74 years,37,157700
Singapore,1994,male,75+ years,24,27500
Singapore,1995,female,15-24 years,16,215400
Singapore,1995,female,25-34 years,20,289600
Singapore,1995,female,35-54 years,50,447500
Singapore,1995,female,5-14 years,0,212200
Singapore,1995,female,55-74 years,28,172900
Singapore,1995,female,75+ years,24,41800
Singapore,1995,male,15-24 years,23,221900
Singapore,1995,male,25-34 years,31,286200
Singapore,1995,male,35-54 years,92,457000
Singapore,1995,male,5-14 years,2,228000
Singapore,1995,male,55-74 years,46,164600
Singapore,1995,male,75+ years,32,28200
Singapore,1996,female,15-24 years,6,213600
Singapore,1996,female,25-34 years,17,289000
Singapore,1996,female,35-54 years,21,465900
Singapore,1996,female,5-14 years,3,217600
Singapore,1996,female,55-74 years,19,180800
Singapore,1996,female,75+ years,21,42600
Singapore,1996,male,15-24 years,20,220500
Singapore,1996,male,25-34 years,34,283600
Singapore,1996,male,35-54 years,50,475400
Singapore,1996,male,5-14 years,1,234000
Singapore,1996,male,55-74 years,21,171300
Singapore,1996,male,75+ years,26,28800
Singapore,1997,female,15-24 years,10,211600
Singapore,1997,female,25-34 years,29,289500
Singapore,1997,female,35-54 years,34,485900
Singapore,1997,female,5-14 years,1,223100
Singapore,1997,female,55-74 years,18,186200
Singapore,1997,female,75+ years,15,43700
Singapore,1997,male,15-24 years,15,218600
Singapore,1997,male,25-34 years,44,282000
Singapore,1997,male,35-54 years,74,495200
Singapore,1997,male,5-14 years,3,238600
Singapore,1997,male,55-74 years,36,176100
Singapore,1997,male,75+ years,24,29500
Singapore,1998,female,15-24 years,15,209400
Singapore,1998,female,25-34 years,24,291400
Singapore,1998,female,35-54 years,34,507300
Singapore,1998,female,5-14 years,0,228200
Singapore,1998,female,55-74 years,35,191000
Singapore,1998,female,75+ years,20,45000
Singapore,1998,male,15-24 years,22,216100
Singapore,1998,male,25-34 years,41,281300
Singapore,1998,male,35-54 years,69,515800
Singapore,1998,male,5-14 years,3,243800
Singapore,1998,male,55-74 years,45,180700
Singapore,1998,male,75+ years,20,30200
Singapore,1999,female,15-24 years,8,207400
Singapore,1999,female,25-34 years,16,289800
Singapore,1999,female,35-54 years,39,527100
Singapore,1999,female,5-14 years,3,234400
Singapore,1999,female,55-74 years,16,197700
Singapore,1999,female,75+ years,8,46100
Singapore,1999,male,15-24 years,15,214200
Singapore,1999,male,25-34 years,31,277300
Singapore,1999,male,35-54 years,75,535500
Singapore,1999,male,5-14 years,2,249900
Singapore,1999,male,55-74 years,43,186300
Singapore,1999,male,75+ years,21,31400
Singapore,2000,female,15-24 years,16,208300
Singapore,2000,female,25-34 years,17,286400
Singapore,2000,female,35-54 years,44,548100
Singapore,2000,female,5-14 years,1,238100
Singapore,2000,female,55-74 years,16,201600
Singapore,2000,female,75+ years,11,47400
Singapore,2000,male,15-24 years,14,215200
Singapore,2000,male,25-34 years,34,271100
Singapore,2000,male,35-54 years,87,555800
Singapore,2000,male,5-14 years,5,253800
Singapore,2000,male,55-74 years,48,189200
Singapore,2000,male,75+ years,16,32600
Singapore,2001,female,15-24 years,16,209200
Singapore,2001,female,25-34 years,21,283700
Singapore,2001,female,35-54 years,44,566000
Singapore,2001,female,5-14 years,2,242800
Singapore,2001,female,55-74 years,20,207900
Singapore,2001,female,75+ years,12,50200
Singapore,2001,male,15-24 years,21,216300
Singapore,2001,male,25-34 years,43,265800
Singapore,2001,male,35-54 years,65,573200
Singapore,2001,male,5-14 years,3,258300
Singapore,2001,male,55-74 years,40,194800
Singapore,2001,male,75+ years,18,34800
Singapore,2002,female,15-24 years,20,209600
Singapore,2002,female,25-34 years,20,286100
Singapore,2002,female,35-54 years,52,576200
Singapore,2002,female,5-14 years,0,247700
Singapore,2002,female,55-74 years,18,220400
Singapore,2002,female,75+ years,19,53600
Singapore,2002,male,15-24 years,15,216400
Singapore,2002,male,25-34 years,38,265900
Singapore,2002,male,35-54 years,87,582400
Singapore,2002,male,5-14 years,0,263200
Singapore,2002,male,55-74 years,33,206500
Singapore,2002,male,75+ years,19,37200
Singapore,2003,female,15-24 years,13,214300
Singapore,2003,female,25-34 years,20,286600
Singapore,2003,female,35-54 years,42,586600
Singapore,2003,female,5-14 years,2,248900
Singapore,2003,female,55-74 years,26,232800
Singapore,2003,female,75+ years,16,57000
Singapore,2003,male,15-24 years,24,221500
Singapore,2003,male,25-34 years,38,263800
Singapore,2003,male,35-54 years,76,592400
Singapore,2003,male,5-14 years,2,264100
Singapore,2003,male,55-74 years,39,218800
Singapore,2003,male,75+ years,22,39400
Singapore,2004,female,15-24 years,10,220500
Singapore,2004,female,25-34 years,18,287900
Singapore,2004,female,35-54 years,52,597700
Singapore,2004,female,5-14 years,4,243800
Singapore,2004,female,55-74 years,32,246500
Singapore,2004,female,75+ years,14,60900
Singapore,2004,male,15-24 years,13,228400
Singapore,2004,male,25-34 years,34,263100
Singapore,2004,male,35-54 years,87,598400
Singapore,2004,male,5-14 years,1,260300
Singapore,2004,male,55-74 years,46,231800
Singapore,2004,male,75+ years,24,42100
Singapore,2005,female,15-24 years,13,225500
Singapore,2005,female,25-34 years,15,289600
Singapore,2005,female,35-54 years,50,604300
Singapore,2005,female,5-14 years,3,244900
Singapore,2005,female,55-74 years,27,259500
Singapore,2005,female,75+ years,11,64200
Singapore,2005,male,15-24 years,16,233900
Singapore,2005,male,25-34 years,37,265600
Singapore,2005,male,35-54 years,99,605700
Singapore,2005,male,5-14 years,0,260000
Singapore,2005,male,55-74 years,56,245000
Singapore,2005,male,75+ years,32,44200
Singapore,2006,female,15-24 years,3,231800
Singapore,2006,female,25-34 years,24,292800
Singapore,2006,female,35-54 years,55,616100
Singapore,2006,female,5-14 years,1,243400
Singapore,2006,female,55-74 years,39,273400
Singapore,2006,female,75+ years,19,67600
Singapore,2006,male,15-24 years,15,240400
Singapore,2006,male,25-34 years,25,267200
Singapore,2006,male,35-54 years,118,615500
Singapore,2006,male,5-14 years,1,258200
Singapore,2006,male,55-74 years,58,258800
Singapore,2006,male,75+ years,14,46700
Singapore,2007,female,15-24 years,10,233600
Singapore,2007,female,25-34 years,18,285500
Singapore,2007,female,35-54 years,46,608800
Singapore,2007,female,5-14 years,0,235100
Singapore,2007,female,55-74 years,40,281800
Singapore,2007,female,75+ years,17,68300
Singapore,2007,male,15-24 years,24,242200
Singapore,2007,male,25-34 years,28,263500
Singapore,2007,male,35-54 years,77,609000
Singapore,2007,male,5-14 years,0,249800
Singapore,2007,male,55-74 years,41,267000
Singapore,2007,male,75+ years,27,45000
Singapore,2008,female,15-24 years,11,240800
Singapore,2008,female,25-34 years,14,287100
Singapore,2008,female,35-54 years,45,616400
Singapore,2008,female,5-14 years,0,232100
Singapore,2008,female,55-74 years,29,296800
Singapore,2008,female,75+ years,13,71800
Singapore,2008,male,15-24 years,9,247500
Singapore,2008,male,25-34 years,27,265900
Singapore,2008,male,35-54 years,93,615400
Singapore,2008,male,5-14 years,1,245300
Singapore,2008,male,55-74 years,49,282300
Singapore,2008,male,75+ years,28,47500
Singapore,2009,female,15-24 years,11,250100
Singapore,2009,female,25-34 years,9,296900
Singapore,2009,female,35-54 years,40,626800
Singapore,2009,female,5-14 years,3,228900
Singapore,2009,female,55-74 years,33,313500
Singapore,2009,female,75+ years,18,75900
Singapore,2009,male,15-24 years,21,254400
Singapore,2009,male,25-34 years,41,274700
Singapore,2009,male,35-54 years,99,623400
Singapore,2009,male,5-14 years,2,241200
Singapore,2009,male,55-74 years,50,299900
Singapore,2009,male,75+ years,22,50400
Singapore,2010,female,15-24 years,13,252900
Singapore,2010,female,25-34 years,12,296900
Singapore,2010,female,35-54 years,34,630600
Singapore,2010,female,5-14 years,0,224500
Singapore,2010,female,55-74 years,28,329000
Singapore,2010,female,75+ years,12,80900
Singapore,2010,male,15-24 years,7,257900
Singapore,2010,male,25-34 years,20,274300
Singapore,2010,male,35-54 years,94,625200
Singapore,2010,male,5-14 years,1,235500
Singapore,2010,male,55-74 years,48,315800
Singapore,2010,male,75+ years,27,53300
Singapore,2011,female,15-24 years,14,255000
Singapore,2011,female,25-34 years,8,291100
Singapore,2011,female,35-54 years,35,631700
Singapore,2011,female,5-14 years,0,219200
Singapore,2011,female,55-74 years,42,347600
Singapore,2011,female,75+ years,12,84300
Singapore,2011,male,15-24 years,12,260800
Singapore,2011,male,25-34 years,18,269000
Singapore,2011,male,35-54 years,81,623200
Singapore,2011,male,5-14 years,0,229400
Singapore,2011,male,55-74 years,68,333700
Singapore,2011,male,75+ years,18,55900
Singapore,2012,female,15-24 years,17,258600
Singapore,2012,female,25-34 years,15,286200
Singapore,2012,female,35-54 years,66,632900
Singapore,2012,female,5-14 years,1,214900
Singapore,2012,female,55-74 years,35,366600
Singapore,2012,female,75+ years,15,87100
Singapore,2012,male,15-24 years,19,264800
Singapore,2012,male,25-34 years,22,263800
Singapore,2012,male,35-54 years,89,621200
Singapore,2012,male,5-14 years,1,224700
Singapore,2012,male,55-74 years,91,352500
Singapore,2012,male,75+ years,21,58300
Singapore,2013,female,15-24 years,15,257932
Singapore,2013,female,25-34 years,13,287210
Singapore,2013,female,35-54 years,40,631208
Singapore,2013,female,5-14 years,0,211362
Singapore,2013,female,55-74 years,30,384544
Singapore,2013,female,75+ years,14,91216
Singapore,2013,male,15-24 years,30,264023
Singapore,2013,male,25-34 years,29,265275
Singapore,2013,male,35-54 years,77,616200
Singapore,2013,male,5-14 years,0,220586
Singapore,2013,male,55-74 years,84,370242
Singapore,2013,male,75+ years,25,61658
Singapore,2014,female,15-24 years,5,251839
Singapore,2014,female,25-34 years,9,289688
Singapore,2014,female,35-54 years,46,630881
Singapore,2014,female,5-14 years,1,209039
Singapore,2014,female,55-74 years,34,400651
Singapore,2014,female,75+ years,10,97390
Singapore,2014,male,15-24 years,20,259416
Singapore,2014,male,25-34 years,30,268258
Singapore,2014,male,35-54 years,73,611207
Singapore,2014,male,5-14 years,1,217547
Singapore,2014,male,55-74 years,97,387256
Singapore,2014,male,75+ years,29,66198
Singapore,2015,female,15-24 years,15,249249
Singapore,2015,female,25-34 years,18,291298
Singapore,2015,female,35-54 years,36,629999
Singapore,2015,female,5-14 years,1,205578
Singapore,2015,female,55-74 years,28,416616
Singapore,2015,female,75+ years,13,103599
Singapore,2015,male,15-24 years,19,257780
Singapore,2015,male,25-34 years,30,270351
Singapore,2015,male,35-54 years,79,606327
Singapore,2015,male,5-14 years,2,213262
Singapore,2015,male,55-74 years,73,403996
Singapore,2015,male,75+ years,15,71060
Slovakia,1984,female,15-24 years,,385631
Slovakia,1984,female,25-34 years,,422946
Slovakia,1984,female,35-54 years,,585026
Slovakia,1984,female,5-14 years,,438726
Slovakia,1984,female,55-74 years,,431031
Slovakia,1984,female,75+ years,,124869
Slovakia,1984,male,15-24 years,,404517
Slovakia,1984,male,25-34 years,,437481
Slovakia,1984,male,35-54 years,,554918
Slovakia,1984,male,5-14 years,,457237
Slovakia,1984,male,55-74 years,,354818
Slovakia,1984,male,75+ years,,73679
Slovakia,1985,female,15-24 years,,382799
Slovakia,1985,female,25-34 years,,422577
Slovakia,1985,female,35-54 years,,593870
Slovakia,1985,female,5-14 years,,447185
Slovakia,1985,female,55-74 years,,434836
Slovakia,1985,female,75+ years,,128727
Slovakia,1985,male,15-24 years,,400637
Slovakia,1985,male,25-34 years,,438224
Slovakia,1985,male,35-54 years,,564736
Slovakia,1985,male,5-14 years,,465687
Slovakia,1985,male,55-74 years,,356180
Slovakia,1985,male,75+ years,,75754
Slovakia,1986,female,15-24 years,,380690
Slovakia,1986,female,25-34 years,,419874
Slovakia,1986,female,35-54 years,,605342
Slovakia,1986,female,5-14 years,,453222
Slovakia,1986,female,55-74 years,,439325
Slovakia,1986,female,75+ years,,131079
Slovakia,1986,male,15-24 years,,397711
Slovakia,1986,male,25-34 years,,436097
Slovakia,1986,male,35-54 years,,577531
Slovakia,1986,male,5-14 years,,471761
Slovakia,1986,male,55-74 years,,357792
Slovakia,1986,male,75+ years,,76816
Slovakia,1987,female,15-24 years,,381410
Slovakia,1987,female,25-34 years,,415338
Slovakia,1987,female,35-54 years,,618137
Slovakia,1987,female,5-14 years,,457266
Slovakia,1987,female,55-74 years,,443636
Slovakia,1987,female,75+ years,,133986
Slovakia,1987,male,15-24 years,,397947
Slovakia,1987,male,25-34 years,,431669
Slovakia,1987,male,35-54 years,,592164
Slovakia,1987,male,5-14 years,,475912
Slovakia,1987,male,55-74 years,,359128
Slovakia,1987,male,75+ years,,78391
Slovakia,1988,female,15-24 years,,384607
Slovakia,1988,female,25-34 years,,410673
Slovakia,1988,female,35-54 years,,631536
Slovakia,1988,female,5-14 years,,458335
Slovakia,1988,female,55-74 years,,446553
Slovakia,1988,female,75+ years,,137506
Slovakia,1988,male,15-24 years,,400563
Slovakia,1988,male,25-34 years,,426804
Slovakia,1988,male,35-54 years,,607379
Slovakia,1988,male,5-14 years,,477356
Slovakia,1988,male,55-74 years,,359110
Slovakia,1988,male,75+ years,,80212
Slovakia,1989,female,15-24 years,,389195
Slovakia,1989,female,25-34 years,,406898
Slovakia,1989,female,35-54 years,,646148
Slovakia,1989,female,5-14 years,,456610
Slovakia,1989,female,55-74 years,,448201
Slovakia,1989,female,75+ years,,140795
Slovakia,1989,male,15-24 years,,404757
Slovakia,1989,male,25-34 years,,422879
Slovakia,1989,male,35-54 years,,623563
Slovakia,1989,male,5-14 years,,475929
Slovakia,1989,male,55-74 years,,358001
Slovakia,1989,male,75+ years,,81835
Slovakia,1990,female,15-24 years,,395426
Slovakia,1990,female,25-34 years,,402107
Slovakia,1990,female,35-54 years,,661463
Slovakia,1990,female,5-14 years,,453382
Slovakia,1990,female,55-74 years,,452014
Slovakia,1990,female,75+ years,,141273
Slovakia,1990,male,15-24 years,,410538
Slovakia,1990,male,25-34 years,,417803
Slovakia,1990,male,35-54 years,,639602
Slovakia,1990,male,5-14 years,,472848
Slovakia,1990,male,55-74 years,,358059
Slovakia,1990,male,75+ years,,81464
Slovakia,1991,female,15-24 years,,401662
Slovakia,1991,female,25-34 years,,394427
Slovakia,1991,female,35-54 years,,675227
Slovakia,1991,female,5-14 years,,446391
Slovakia,1991,female,55-74 years,,459452
Slovakia,1991,female,75+ years,,133698
Slovakia,1991,male,15-24 years,,417275
Slovakia,1991,male,25-34 years,,405866
Slovakia,1991,male,35-54 years,,651098
Slovakia,1991,male,5-14 years,,465885
Slovakia,1991,male,55-74 years,,359412
Slovakia,1991,male,75+ years,,75189
Slovakia,1992,female,15-24 years,7,392659
Slovakia,1992,female,25-34 years,16,385070
Slovakia,1992,female,35-54 years,49,704576
Slovakia,1992,female,5-14 years,2,419798
Slovakia,1992,female,55-74 years,53,482354
Slovakia,1992,female,75+ years,15,140211
Slovakia,1992,male,15-24 years,54,409337
Slovakia,1992,male,25-34 years,101,397370
Slovakia,1992,male,35-54 years,299,681903
Slovakia,1992,male,5-14 years,2,438561
Slovakia,1992,male,55-74 years,153,376475
Slovakia,1992,male,75+ years,45,80914
Slovakia,1993,female,15-24 years,11,403487
Slovakia,1993,female,25-34 years,16,378035
Slovakia,1993,female,35-54 years,38,719170
Slovakia,1993,female,5-14 years,0,412285
Slovakia,1993,female,55-74 years,36,491822
Slovakia,1993,female,75+ years,15,135118
Slovakia,1993,male,15-24 years,52,420445
Slovakia,1993,male,25-34 years,93,389917
Slovakia,1993,male,35-54 years,304,697893
Slovakia,1993,male,5-14 years,2,430319
Slovakia,1993,male,55-74 years,133,379898
Slovakia,1993,male,75+ years,38,76871
Slovakia,1994,female,15-24 years,12,434306
Slovakia,1994,female,25-34 years,8,377351
Slovakia,1994,female,35-54 years,50,718166
Slovakia,1994,female,5-14 years,1,425114
Slovakia,1994,female,55-74 years,28,483484
Slovakia,1994,female,75+ years,9,122342
Slovakia,1994,male,15-24 years,66,450907
Slovakia,1994,male,25-34 years,85,387422
Slovakia,1994,male,35-54 years,263,698995
Slovakia,1994,male,5-14 years,4,443362
Slovakia,1994,male,55-74 years,133,367426
Slovakia,1994,male,75+ years,32,65983
Slovakia,1995,female,15-24 years,9,443602
Slovakia,1995,female,25-34 years,18,375575
Slovakia,1995,female,35-54 years,47,729026
Slovakia,1995,female,5-14 years,5,416980
Slovakia,1995,female,55-74 years,39,485289
Slovakia,1995,female,75+ years,8,126028
Slovakia,1995,male,15-24 years,58,460307
Slovakia,1995,male,25-34 years,94,385556
Slovakia,1995,male,35-54 years,271,712185
Slovakia,1995,male,5-14 years,5,435374
Slovakia,1995,male,55-74 years,144,367372
Slovakia,1995,male,75+ years,37,67938
Slovakia,1996,female,15-24 years,5,450138
Slovakia,1996,female,25-34 years,9,374451
Slovakia,1996,female,35-54 years,50,739024
Slovakia,1996,female,5-14 years,2,410453
Slovakia,1996,female,55-74 years,30,485389
Slovakia,1996,female,75+ years,10,131422
Slovakia,1996,male,15-24 years,62,466866
Slovakia,1996,male,25-34 years,89,384759
Slovakia,1996,male,35-54 years,242,723992
Slovakia,1996,male,5-14 years,8,428880
